"","year","season","sfc_temp","sfc_salt","btm_temp","btm_salt","volume_100m3","ctyp_100m3","calfin_100m3","pseudo_100m3","tlong_100m3","cham_100m3","echino_100m3","larvaceans_100m3","para_100m3","gas_100m3","acarspp_100m3","mlucens_100m3","evadnespp_100m3","oithspp_100m3","chaeto_100m3","hyper_100m3","calminor_100m3","clauso","dec_100m3","euph_100m3","poly_100m3","fish_100m3","siph_100m3","coel_100m3","euph1_100m3","thecos_100m3","spirspp_100m3"
"16",1981,"Fall",NA,NA,NA,NA,66.42875,-0.140187620600994,0.0394826139126116,0.559364624377877,0.417276864757551,0.186990552753424,0.456297355299844,-0.501148882051735,0.511642533032298,-0.0285353533626613,0.415271821047969,0.403871575771199,-1.09887990177767,-1.3574793358962,0.210248749590193,-0.201397127228069,-0.769023464782052,0.320041416589356,-0.298600550763314,-0.0362386850175113,0.595734649084372,-0.734694774351888,0.409548771395801,0.273520200924307,-0.0543906878447871,-0.798706673600619,0.17953366637025
"17",1981,"Spring",-1.15320922349942,0.587189817053989,-1.4751354690455,0.247945907448225,18.8313888888889,-0.445089820742566,-0.518232262410779,0.353394584670159,-0.0822992365773347,-0.561695640478384,-0.515515769968026,0.535805000954218,-0.129867032826513,-1.58066046807879,0.670885982894483,-0.587889847311464,-0.454436666551656,-0.729904571425857,-0.1488068428619,0.0175578910779459,-0.0978866292594067,-0.233357681948567,-0.326423065613408,-0.326269009968391,-0.0839189767477991,0.457747100494162,-0.151559477270618,-0.303394719538851,-0.311692001701976,-1.25213273429987,-0.831298546397374
"18",1981,"Summer",0.689349463204342,0.739793977793932,-0.558577564533277,0.333123950679895,50.961582278481,0.184298672252648,-0.675777477520073,-0.044883472624878,0.0991595273237927,0.0791833799691652,-0.235795754952744,0.0138869438745551,-0.339761892208373,-0.288085640838231,0.361182622335205,-0.0676006607623123,-0.663516865686347,-0.55932824228947,0.0111364103489274,-0.659984610576086,0.154098306715911,-0.140292981739835,0.441312184077099,0.00278772615838112,0.0936561617049808,0.475243943827645,0.0878388072330063,0.390605914025258,0.0314802909285371,-0.721308892633332,0.110927031600495
"19",1981,"Winter",-4.35389735680782,-0.514697444951213,-3.77160929012721,-0.213448245395564,30.9191666666667,-0.316892375737166,-0.00768006785999675,1.52251205976172,0.202003653444318,0.575763794600354,-1.00694540318869,-1.28374346997754,-0.275211579166724,1.10703987768849,-0.110560254150661,0.188248394057646,-0.320743937679543,-1.09619759878046,-0.0532365235738715,-0.37112129068972,-2.09489598647629,-0.131799324671098,-0.0406170309789045,-1.20812655515949,0.263038214000845,0.560806972844887,-0.748166011776786,-0.424286926278508,-1.17780116565623,0.351662015126571,0.996297848208064
"20",1982,"Fall",NA,NA,NA,NA,63.4836956521739,0.42663921079555,-0.304732328899537,-0.016568871836776,0.146014367168469,0.432672815622555,0.00424278503173359,-0.980624324380095,0.0236849714690099,-0.578951914745591,0.107714183881968,-0.220694893623449,-0.103899488289533,-0.693013098575978,-0.810942765577878,-0.681220836855034,-0.574756538089771,-0.107612075019357,-0.691721831201747,-0.506675828161456,-0.370855688693938,-0.425515246797141,-0.322950208851379,-0.946724097906712,-0.446973041425001,-0.647263007780174,0.268422602837191
"21",1982,"Spring",-1.58506009192965,-0.611007361085264,-1.40251532157279,-0.516649273752123,16.4973873873874,-0.564048715989866,-0.361588372237698,0.395813243131114,-0.413740842549254,-0.199142048035618,-0.0807581595211819,0.840678413382129,-0.828648308678759,0.486793695904214,0.641139416431674,-0.433236094027963,-0.363889912368209,-0.0930449460177749,-0.0879766947740425,0.219520222279515,0.0302934120779892,-0.438965529210985,-0.30184581074811,-0.205952374345442,0.213106974681173,0.519086699194104,0.0874503285370314,-0.238370068421298,-0.190330281257498,-0.986024313459258,0.865358404091575
"22",1982,"Summer",-4.13170528848852,0.313717224607633,-1.9470423556899,0.00549103828518924,55.5491472868217,0.281584816338029,-0.124251944579186,0.338439162685534,-0.16182804657874,-0.320333957840655,0.0902747894344194,0.400429316290514,-0.431433358503362,0.735499319436429,0.966081908456034,0.322384991840932,-0.250075201453796,0.0384146300126035,0.367661634543373,-0.0178989997530299,-0.267987401174631,-0.00731701092454485,0.190141206565849,-0.0474295275119051,0.109769795379195,0.709217938414522,0.206131984226896,-0.336826250460967,0.00228342035982993,-0.591632750938361,0.374099643702088
"23",1982,"Winter",-1.39777674661318,0.323407886191492,-1.28840368372294,0.117467096038662,28.1074576271186,0.385261868610991,1.01514806349795,0.171936387725296,0.391486852470977,0.169226626017232,-1.05285941483079,-1.31131099278725,-0.161119198426663,0.320957298465195,-0.179321615811993,0.359404157922098,-0.307371610013057,-0.9935454913033,-0.559365237196667,-0.45799303941046,-0.282795545563181,-0.536387467142271,-0.703959336398589,-0.102198675188353,-0.418216728307544,-0.280163424104396,-0.68110079193414,-0.530655867835701,-0.075398560840608,-0.621799326411828,1.12854126607595
"24",1983,"Fall",-2.24062157020989,-0.366478335037377,-1.33920692904371,-0.423633469184602,53.9071851851852,0.694021593517809,-0.165940941146528,0.524236293320507,0.0303539422144601,0.273218676272186,-1.77359760677583,-0.820086838194827,0.28427580726148,-0.478072205419699,0.484622182755835,-0.039620720330084,-0.677401548845908,-0.789210691188562,-0.644245710542811,-0.921408220586641,-1.69647207131495,-0.216882630745927,-0.398338640585925,-0.306159066055509,-0.761419898757529,-0.409895610275158,-1.21568991551676,-0.906187002345939,-0.268254757973725,-0.941230784726277,0.713594466095233
"25",1983,"Spring",-0.163196694865655,-0.13120733026614,-0.300805306872285,-0.267778599272423,15.700404040404,-0.298077555059094,0.24524092480897,0.140959097133754,-0.125744337126172,-0.203637650740532,-0.18372789659784,-0.435298221265689,-0.553536717463641,-0.0366872318030755,0.118063826747684,-0.237250534654502,-0.294304011007596,-0.00134082905996537,0.263563991899547,-0.198558075894718,0.107364528670292,-0.66410467240869,0.609603516263065,-0.395888061722236,-0.179414682125284,0.504749073732603,-0.173322823740376,-0.239986422906784,-0.363242740398584,-1.08424803579418,1.00151066634631
"26",1983,"Summer",-1.23323420402633,-0.794703072618361,-0.295012626615435,-0.306107301525306,57.1446202531646,-0.274663470266136,-0.687053762129138,-0.455957826365025,0.0712069017946827,0.218023234327257,-0.193830605622179,-0.472734713008271,-0.608438578598569,-0.691380336652978,0.270534395507281,-0.642539439679058,-0.0642475506838935,-0.718507878888617,-0.446603593985194,-0.573433658431609,-0.747980978520123,-0.216084754496831,0.219197601451724,-0.14578607243901,-0.374859725478005,0.0364136422400036,-0.471740712206201,-0.49509371242503,-0.100239816058363,-0.851588632570077,0.323860562741779
"27",1983,"Winter",-2.98713111347113,-0.234421452707374,-2.20487865299601,0.202956999322726,14.3653846153846,0.0795457335598919,0.619684951942585,1.87176649991158,1.46692788359881,1.36210494967987,-0.907526167038594,0.7295887836717,0.576836778781434,0.545566166279492,0.372104926810595,1.54639202556061,-0.04252497531716,-0.253484026353019,-0.305000510807747,-2.14426429735539,-2.10044544959383,1.07663222334971,-0.693838416114721,-0.150390116969234,-0.0250656356171808,-0.117939227844524,-1.21409938557257,-0.208162056365159,-0.126359565239762,-0.82645586808124,1.83446681762652
"28",1984,"Fall",-0.235527582466024,-0.178217774906076,0.961745342945812,-0.270371032052859,42.081796875,0.571590146058186,-0.303085844633589,0.177879406083775,0.577522479573112,0.00649131739444447,-1.5774221459518,-0.662924039408446,-0.21473720865603,-0.586868994733049,0.938786085425274,0.0266538825907159,-0.354101180901893,-1.02023206705705,-0.873106933685031,-0.676008677160108,-1.2028888986622,0.0109825158580455,-0.0955101445683403,0.0312704995009545,-0.380666863042134,-1.33414543926835,-0.738327780608554,-0.553312859571959,0.0816728578661611,-0.660441036018713,0.117960872889668
"29",1984,"Spring",-0.872006913462606,-0.587621099892327,-0.807688015554348,-0.522683094457273,19.9513636363636,-0.238606985663646,-0.183943832230818,0.753961140594951,-0.158465676104733,-0.19413582755164,-0.323449562642044,-0.985706100968477,-0.101913741884351,-0.881293973880255,0.271509946626353,0.00128483470708076,-0.304698195864066,-1.3829841528091,-0.48549758412979,-0.900352229859174,-0.298363462688671,-0.011439073889112,0.235349270545846,-0.307640656944713,-0.125581410239034,0.304931867761699,-0.29267795347011,-0.246834935703758,-0.265417777462121,-1.33898103950122,0.119092938558258
"30",1984,"Summer",-1.49853333686221,-1.23577724480292,-1.16292853093953,-0.342004296331333,47.7149783549784,-0.203664176873065,-0.501950327144888,-0.0984841860203114,0.654374507956028,0.69854014869671,-0.0781719819895825,0.769902999307161,-0.22210034155412,-0.844556851206504,0.554441777821601,-0.363601280280027,-0.311863538258927,-0.570361133859072,0.045866117559818,-1.14916674539803,-0.359029334259343,-0.170669036197175,0.34408406755772,0.147724263628618,0.161414445406363,-1.0835157897457,-0.242297007358974,-0.30579865243582,0.190130761231983,-0.550056467424348,-0.203864077080053
"31",1984,"Winter",-1.10015744549941,-0.706912083697653,0.1709119924621,-0.29777212700308,11.8605,-0.138605223900303,0.230741892157085,0.821373643256609,-0.0454654650496078,-0.566431027185317,-0.104515428010796,-0.24536690586818,-0.641618250282334,-1.1485563700627,-0.161519274204124,-0.323186614383594,-0.156099911881033,-1.28087933067915,-0.0386333342326112,-1.7750801583467,-1.08323045254096,-0.690767105631751,0.451997068977949,-0.450901127358791,0.321944080461619,1.11226532026874,-0.342681107076972,-0.110979363269602,-0.374100581811842,-1.20106991421688,0.00207430686146328
"32",1985,"Fall",-0.35002459720166,0.510881324860831,0.978802094183086,0.356315649171524,40.5092972972973,-0.192636266211801,0.00930381954155014,-0.0575811699776215,0.288187040612231,0.0293079083617204,-0.397681791288291,0.0058928217311989,-0.0850266735067373,-0.503758264346471,0.607619668089036,-0.606070246486652,-0.976136100957749,-0.743650086092405,-0.0854570964079044,-0.50749578153615,-0.245888093597647,-0.090277543136842,0.0860951648268607,-0.00888070156128707,0.332507460243498,-0.0926679332272765,0.0561932597321604,-0.6618267020701,0.0296314749939232,-0.574405390221469,0.254900122209103
"33",1985,"Spring",0.200263562434951,0.49293585820478,-0.175677272785646,0.30655564710238,21.2532317073171,0.135548859307944,-0.710053245621823,-0.282945450868977,-0.682610346693606,-0.158178860265558,-0.342218042001232,-1.2911833176227,-0.00163793009236909,-1.28267926674126,0.218980451383564,-0.421101417355479,0.26112770586471,-0.585603295180954,-0.926188595613802,0.140762886879568,-0.092473466431798,-0.187782386370924,0.405426657739113,-0.206158593834927,-0.123263103502221,-0.317417816323594,-0.256121600069596,-0.331230872282769,-0.171792425324027,-1.20748710203776,-0.276446124505392
"34",1985,"Summer",-0.197466772836599,1.10678605719472,1.0609259040972,0.625426149364346,45.7177397260274,0.147452668452003,-0.176854861080581,0.386210294528684,-0.891426933645651,0.0664246172454451,-0.047605693670739,-0.408809200062119,0.191940851244157,-0.0315008459739924,-0.0754952559369111,-0.379522199606215,-0.684045916968842,-0.441011372146368,-0.580930140748527,-0.0941043644237583,0.00766182987667243,0.118600546710261,0.243461166826061,-0.105281046576604,0.0989344567945614,0.274707409525934,-0.355739042345072,-0.771953444448123,-0.086161591917466,-0.824147368703627,0.669150352313467
"35",1985,"Winter",0.314541706052363,0.612216009892666,-0.0711211516280378,0.497785112775382,11.7863333333333,-0.240484318273412,0.461954359664672,-0.36127758871589,-0.870617240570653,-0.857658838345665,-0.0435648644770509,-0.518153356725591,-0.64262891108767,-1.49212817699835,0.933907868686165,0.402264941100663,-0.0243456296731078,-0.175556106765992,-0.116566709245261,-0.268962809168154,-0.534778426415353,-1.15718955100173,0.103479565446949,0.200103186272146,0.634580340749789,-0.395956895159275,0.588522026587977,-0.111006763320803,0.275238055909128,-1.20598664857672,-0.542006544397468
"36",1986,"Fall",-2.24735431965498,0.363700513961445,0.547947030408977,0.0847360743879398,34.1464563106796,-0.0494307168140758,0.371713050013074,0.0889938834321047,-0.183057790306447,0.0436499004087837,0.951518953267345,-0.43958548943523,-0.328405685581702,-0.59881500836915,0.783208457611819,-0.233967678497077,-0.472715765296351,-0.239815813067321,0.119736756312386,-0.504839324877643,0.363356959090108,0.0604595116987372,-0.5509031025027,0.0522595338033814,0.0548835177764539,-0.103485348659988,-0.42034964383982,0.18091043441865,0.0320317823759523,-0.510239359524703,0.0917566063539734
"37",1986,"Spring",NA,NA,NA,NA,37.5048214285714,0.0774466339642649,0.520757806184853,-0.671983555984386,-1.12529888479734,-0.0489818312009646,-0.227025685933132,-1.11307148310239,0.673189361356485,0.416602941645008,0.521557694440986,-0.705484701402989,-0.27994845645973,-0.896267625226013,-0.425138074807463,0.375440018465816,0.316631625547351,1.00254867680999,-0.246642269066064,-0.324461547205262,0.32873564934189,-0.144229112856925,-0.132666721387692,-0.0316952514168109,-0.33421526833061,-0.913366130471378,1.68501117542213
"38",1986,"Summer",-1.34740460054374,0.926975699909402,1.90216284448994,0.402780112840765,43.1383400809717,0.187083970662497,0.0913014165183834,0.0967581192022036,-0.556659348733409,0.106225572891846,0.0304629346827168,-0.32453983042338,-0.00681766477101943,-0.0507817583942668,0.216764149774393,-0.679001728134379,-0.108601885851624,-0.334459840490044,-0.174157451960733,0.198596590924951,0.263903985710343,-0.160504413809585,0.086148848952798,-0.26702549210346,-0.294622617279931,0.463789871440108,-0.487431155998758,-0.423453488345864,-0.234989884753418,-0.421553084705312,0.544591072361416
"39",1986,"Winter",1.7026470304647,0.803047736103898,1.14058257964165,0.618115916915404,22.8304109589041,-0.231213348345294,1.2918475610357,-1.68339908265743,-0.511245621727249,-0.616784253282725,0.0172278323702136,0.0383235490114426,-0.861359215355204,-0.419707262031607,0.0106832736869035,-1.50049895986291,-0.0155894879662133,-0.9375513753594,-0.0313303849671431,0.0919678772892397,1.33004500425702,-0.496691619377183,0.545486717600206,0.145789067603458,0.290386365464324,0.150355855121296,0.0225892706758247,-0.0215586242048404,0.105516468978113,-1.06001633566846,0.510285331068698
"40",1987,"Fall",-3.3777561672251,-0.610446010044558,-2.57825130780708,-0.586618693065363,41.4804316546763,0.149965061040277,0.635826295893279,0.608531516624671,-0.478022097888277,0.067197512663725,-0.854374705567096,-1.13201134949172,-0.129993440479612,0.340752852225192,0.511096076123897,0.738970804285208,-0.653301822314014,-0.528287411142828,-0.0468881559877711,0.370683799702937,-0.272861611624278,0.294782620874475,-0.527311505787493,-0.0774314465754223,-0.570784685825712,-0.626154362197056,-1.2850637459226,-0.428824327439223,-0.0690955038540878,0.350999718284334,0.678928191938506
"41",1987,"Spring",NA,NA,NA,NA,51.8521379310345,0.187411651434245,0.633339081822637,0.0973942162719104,0.510200886304387,0.769566565809639,0.27916155765175,0.460216079815287,-0.3658773601513,0.500202138469483,0.370067792050627,0.219298160968687,-0.200387555066739,-0.443169581875641,0.141041254910293,-0.478772818690328,-0.0355528861027861,-0.0171412381061481,-0.414299336312495,0.117555531802576,-0.18630588819829,-0.178054271540529,0.00385872771004923,0.74801715383926,0.134153034807997,0.413023757290803,0.602975863010654
"42",1987,"Summer",-1.81532009301149,-0.160811295715634,-0.393415577358291,-0.339240154560567,54.19404,-0.462759063540086,0.438341207486781,0.177421452112018,-0.307241257584269,-0.218529842446948,0.417049254519748,0.54669455078608,-0.0911018590491964,0.103633105226453,0.193657708521776,0.0262022234452654,0.414657469659782,-0.205248886238196,0.0421346203758613,0.177714313176488,-0.324010974551977,0.407438566837636,-0.140898720169735,0.181278064561098,-0.112470591204906,-0.207909013404531,0.149158733122336,0.824962663926237,0.217816493970524,-0.173509844206004,0.787221072119212
"43",1987,"Winter",1.36475457452105,-0.0955377071010689,0.699885794909191,-0.0809535619376242,15.9528767123288,-0.0488794251780918,0.719700789690475,-0.356477758547072,0.301035823612761,0.338376907093814,0.112619488251583,-0.0233547470470265,0.413696699953081,-0.262744437602586,0.38445904890245,-0.641450315513707,0.0705471951750145,-0.271315621994512,0.0910761916126303,0.0266761505717094,0.527502391722256,0.299062873510751,0.0861527885472029,0.070347769897907,0.620664476345829,0.493911011947021,0.0501161916043891,0.133495582777414,0.0554599253743308,-0.213195084904366,-0.0540871585886073
"44",1988,"Fall",-4.07855669626497,-0.340723486190159,-1.6826114596821,-0.252686900182726,42.5153846153846,0.273364656259365,0.921227078116336,0.72263021064563,-0.426499249556011,0.304477968011964,-1.25067846347948,-0.766134206849346,-0.289591714310481,-1.37037803991607,0.880198557483772,0.297267920266229,-0.352191490516616,-0.0489298415556588,0.118969384347931,0.042802826689895,-0.320935797353637,-0.155138403678735,-0.449564808737995,-0.0541945911675334,-0.521099329263948,-0.418951698654065,-0.896429105126758,-0.491448413971618,-0.055488781195697,-0.744083104567783,0.0650742121042382
"45",1988,"Spring",NA,NA,NA,NA,23.0885,-0.145226150428012,-0.126278244104084,0.373365814693098,0.0289869224004346,-0.188372772998069,-0.479948553905712,0.468444545676607,-0.455391996434366,0.0835022571015314,-0.0359101716860076,0.112902104131631,0.493305062488408,0.163527226263923,-0.430713970358918,0.116396604516291,-0.174444813775191,-0.162048523258226,0.0317771128962786,-0.143105194949196,-0.466698986940673,0.141293018407064,-0.117444802565376,0.289473561691391,-0.127312960189761,-0.350330002201021,0.605483215809831
"46",1988,"Summer",NA,NA,NA,NA,57.2042857142857,0.210364172943444,1.35732456750436,-0.120446936250121,-0.0370948697114125,-0.824781243044854,-0.151857992672601,-1.0328862721255,-0.117506119029446,-0.157013373069079,-0.0693517149895409,0.570185118158403,-0.26738653034128,0.114373598106845,0.432766750548647,1.00579362031178,0.0832175265648502,-0.242093110634871,-0.618173444861372,0.0655937846989796,-0.386110175031718,-0.125216571465051,-0.597004252437352,-0.127305899495588,-0.183886250551843,0.280742400128071,0.144929243688974
"47",1988,"Winter",-1.62715160589086,-0.7472357601157,-1.48641582436884,-0.754574543847259,23.7719672131148,0.287821472176155,0.266958498598853,1.1547682612662,0.285783391090486,0.147625492253489,0.0132792144080688,-0.163552318502144,0.268780314999466,0.360168526240507,0.230921089171576,0.546533145447108,0.560772027378901,0.141813283607535,-0.272523419123065,-0.33645791195314,-0.578455908738219,0.0716734661056508,-0.226448468095744,-0.503076609309134,-0.0242752189557914,0.139835987314665,-0.157083441739159,-0.146477513131336,-0.505798296333505,-0.160334423212358,0.593967822869822
"48",1989,"Fall",-3.33433119713199,-0.317149567841353,-2.55507433530255,-0.358326127089347,33.3653846153846,0.776009093693914,0.389296749054254,1.56322919046732,-0.0615147221821269,1.47727305674661,-1.13739282467476,-1.17761340360505,0.451957131423759,0.817604264000249,-0.0912564853251772,0.963832004656776,-0.505738485722141,-0.336793435226169,-0.873229568053688,-1.59732921049491,-1.80853452351754,1.04007915682564,0.0084261199236861,0.139757682068542,-0.117810425376447,-0.497535983200303,-0.718465730205813,-0.175365115656181,0.0293569598886421,1.02584333458512,0.982551969475955
