year,season,sfc_temp,sfc_salt,btm_temp,btm_salt,volume_100m3,ctyp_100m3,calfin_100m3,pseudo_100m3,tlong_100m3,cham_100m3,echino_100m3,larvaceans_100m3,para_100m3,gas_100m3,acarspp_100m3,mlucens_100m3,evadnespp_100m3,oithspp_100m3,chaeto_100m3,hyper_100m3,calminor_100m3,clauso,dec_100m3,euph_100m3,poly_100m3,fish_100m3,siph_100m3,coel_100m3,euph1_100m3,thecos_100m3,spirspp_100m3
1981,Fall,-0.832391392,0.067359573,NA,NA,34.274,0.449945398,-1.071012607,0.164089925,-0.202433226,-0.079768556,-0.02064155,-0.02536576,0.085348039,1.20204075,0.658253687,0.162610572,-0.592329334,-0.06230829,-0.296093199,-0.812652193,-0.232093142,-0.672785273,0.016429356,0.487573004,0.182877993,0.501085585,0.672982015,0.19346225,0.572364163,-0.375074174,0.037323392
1981,Spring,-0.106520387,0.112475675,-0.393260835,0.112849846,10.81512195,0.364405944,-0.020647566,0.188608638,-0.096122284,-0.236000049,-0.061091128,-0.572392637,-0.366407519,0.008109053,-0.13181412,0.574077893,-0.063380398,-1.591220264,0.566901547,1.052437461,-0.028638915,-0.120191389,-0.110768244,-0.142043686,0.248534298,-0.048471911,-0.119946168,-0.076884911,-0.275561907,-0.237689984,-0.318088741
1981,Summer,-0.369237176,0.465896785,-1.01770576,-0.225857768,55.30963636,-0.699432883,0.163886343,0.040741681,-0.165904295,-0.069927513,0.616001271,-0.025256223,-0.091832694,-0.459203311,0.492497994,0.21233737,-0.714455232,-1.245826962,-0.029861,-0.415415149,-0.012790396,-0.491818743,-0.097402981,0.00935235,-0.0696079,0.123715724,-0.283732355,-0.2010459,0.007558911,-0.55413484,0.167563464
1981,Winter,-2.150636143,-0.197912474,-0.895216811,-0.030653169,21.78423077,0.268831473,-0.475451936,-0.041767067,-0.747866706,-0.801017799,-0.141577948,-0.126447416,0.032553354,1.734284751,0.280369967,0.688102286,-0.607135845,-0.684874083,-0.493988779,0.695048908,-0.285760166,0.471555746,-0.111001778,0.319551148,-0.012991408,0.035423749,1.389018094,-0.150074583,0.436257784,-0.3025325,1.774219335
1982,Fall,-0.586388535,0.373082954,NA,NA,38.1937931,-0.432516783,-0.620353334,0.211565977,0.022065349,-0.16951432,-0.076473231,0.282350931,-0.398599429,-0.129727281,0.256178299,0.080532154,-0.353693195,0.060334618,-0.474257169,-1.335915544,-0.231307143,0.376085701,-0.053462078,-0.275086334,-0.242791197,0.087008368,-1.237150327,-0.268925458,-0.115776224,-0.498354995,0.516710628
1982,Spring,-0.721106937,-0.399085632,0.43571243,0.088790092,18.40722222,1.04557909,-0.396144299,0.05102495,-0.073543844,-0.270163774,-0.337382879,0.797326017,0.116436218,1.628201566,0.157623771,0.867598569,-0.114716798,0.456289874,-0.147857036,1.517738923,-0.032139498,0.229970063,0.017986687,-0.095907024,-0.114732591,0.067598975,0.676168174,-0.108990425,0.155969067,0.699716787,0.866225323
1982,Summer,-1.572096189,0.579051012,-0.368652291,0.311590495,38.84936508,0.577357742,-0.27180207,0.691803733,-0.293696794,-0.464524134,0.083202372,0.190634236,0.189273506,1.7898634,1.207254651,0.802572537,-0.218210633,0.869918761,-0.040113438,1.472148912,-0.017575848,0.287113362,0.058639853,-0.06308522,0.103031008,0.097914389,-0.279449848,-0.23517629,-0.000841611,-0.252948294,1.316015077
1982,Winter,-1.143962687,0.383556671,-0.701711521,0.236579398,34.26514286,-0.617757422,0.730262636,-0.27899271,-0.668363143,-0.221047588,-0.15550005,-0.808838137,-1.348611472,-0.562200191,-0.002196307,0.276994065,-0.647669109,-0.015148549,-0.356917744,-1.080880321,-0.272507105,-0.608890004,-0.192667652,-0.587778587,-0.26814728,0.015642136,-1.199837291,-0.17419465,-0.350504953,-0.839610691,-0.16513141
1983,Fall,NA,NA,NA,NA,23.63258065,-0.474454137,-0.015476757,-0.238400812,-0.546318664,-0.524287192,-0.036853819,-0.671841138,-0.582567749,-0.955329449,0.012140996,-0.852294357,-0.320913703,-1.34630878,-0.736398754,-1.718778381,-0.142242387,-0.984558229,0.08267689,-0.614096597,-0.235424275,-0.135884746,-1.196864352,-0.233816478,-0.432969592,-0.451799207,-0.28973169
1983,Spring,0.979125374,0.275141667,-0.010536025,0.027126648,48.38317073,-0.122994239,-0.047407256,-0.21688445,-0.132456552,0.075966505,0.341506043,0.245697777,-0.257118842,0.197612603,0.173102634,-0.348129586,-0.140715115,0.363949484,-0.291580385,-0.677169491,-0.030749142,-0.350114141,0.228259371,-0.211017701,0.108598437,-0.011716417,-0.285513372,-0.095004749,-0.084938005,-0.547324868,0.561247299
1983,Summer,1.558761766,-0.337417729,-0.757205976,-0.605656904,22.85340426,0.195862406,-0.66525668,-0.045940334,0.154794466,-0.056743327,-0.403285957,-0.714087898,-0.095483372,-0.667013944,1.263770272,-1.098538342,-0.393868453,-0.568950324,-0.51857864,-0.852174819,-0.01219644,-0.21485188,0.032333739,-0.254818248,-0.356975096,-0.099717973,-0.507617878,-0.327584028,-0.19402921,-0.617747931,0.116045429
1983,Winter,-0.214774831,0.229071814,0.332272018,0.428712359,17.74717949,-0.860212841,0.364565617,-0.767423136,-0.665910165,-0.461010307,-0.118806964,-0.907155509,-1.277107717,-0.968986291,-0.1994473,-0.56371074,-0.303868044,-0.713990727,-0.452467455,-0.873276991,-0.049453739,-0.80401385,-0.201463691,-0.210940473,-0.193515532,-0.211721739,-0.790015934,-0.092389806,-0.254834848,-0.665250119,-0.033109008
1984,Fall,0.46855529,0.013213679,NA,NA,21.72103448,-0.079969003,0.096906505,-0.314808222,-0.317665757,-0.038068513,0.020953768,0.117715251,0.359170077,-0.829655105,0.20557053,-0.626460078,-0.062717667,-1.518353363,-0.879674163,-1.640107996,-0.268204967,0.565908062,0.088873399,-0.551811026,-0.30710079,-0.126116572,-1.024301734,-0.102563751,-0.281010633,-0.403998604,-0.379267166
1984,Spring,NA,NA,NA,NA,24.1947619,-0.698769622,-0.124516528,-0.389136382,-0.324281043,-0.261507901,-0.307114986,0.498118149,-0.114521348,-0.735268996,-0.189743564,-0.897833556,-0.196818087,-1.135959242,-0.286361294,-0.591904312,-0.006037613,-0.33324828,-0.038738895,0.108277763,-0.230063092,-0.072223255,-0.37222959,-0.178993408,0.197906097,-0.692181876,-0.277837445
1984,Summer,-0.758950044,-0.222249135,-0.2355758,-0.032140333,22.0024,-0.867183163,-0.575487008,-0.450901466,-0.477088434,-0.222155251,-0.606884917,-0.749838464,0.149453069,-0.939424884,-0.013055443,-0.8513381,-0.921110244,-1.677912823,-0.397951357,-1.207114915,-0.016710544,-0.222693552,-0.195187516,-0.823727337,-0.451361763,-0.345708394,-0.740124009,-0.298565316,-0.846472712,-0.536029118,-0.27066636
1984,Winter,0.060497558,0.103448274,0.770979619,0.087446144,14.57955556,-0.115038034,0.222116215,-0.358739872,-0.424394661,-0.239563936,-0.128145433,-0.79730849,-0.836782392,-1.333613509,-0.039870084,-0.655030368,-0.030121744,-1.912336554,-0.550064636,-0.793324503,-0.122311395,-0.739462195,-0.16636115,-0.168682252,-0.145039569,-0.037744978,-0.915060732,-0.183562229,0.063409674,-0.799844553,-0.490770294
1985,Fall,-0.639004098,0.271076236,0.593559552,0.142384798,28.52017241,-0.46237693,-0.066701654,-0.595236626,-0.643670289,-0.250512628,-0.219374895,-0.160496069,0.304790315,-0.58181564,0.345457938,-1.088842327,-0.446118267,-1.056443779,-0.603025485,-1.322628607,-0.162263941,0.518128217,-0.182364876,-0.369117721,-0.259400731,-0.081540963,-0.868669302,-0.25892503,-0.14336679,-0.304929619,-0.220721042
1985,Spring,0.544750788,0.906404842,0.474789116,0.363554291,25.828,-0.295154712,-0.505893293,-0.669383222,-0.176011563,0.080507916,-0.957300232,-0.814667004,-0.045159986,-0.529724836,-0.075228976,-1.181229561,0.072672042,-1.347829765,-0.30919764,-0.746322433,-0.00291973,-0.105079975,-0.113169327,-0.420461493,-0.342053494,-0.162783142,-0.49099899,-0.22133173,-0.670078902,-0.559011067,-0.182717099
1985,Summer,-1.012411019,1.071891842,-0.583715316,-0.162704356,26.43791667,-0.996295414,-0.212025066,-0.181575953,-0.059760194,-0.026419507,0.117432411,-0.22517321,0.048499201,-0.781535253,1.678556496,-1.517294525,-0.236171278,-0.856326588,-0.320774051,-0.965988135,-0.018349461,0.074003003,-0.066809744,0.046901039,0.135166653,-0.129952431,-0.745089716,-0.1625459,0.136817539,-0.472862726,-0.125734393
1985,Winter,-0.976049097,0.464456717,0.177545533,0.34626708,17.89386364,-0.736199288,0.294449806,-0.720175572,-0.913399758,-0.573216972,-0.150785823,-0.659729299,-0.808131591,-0.821258775,-0.323982164,-0.538913016,-0.506401734,-1.689885322,-0.824359179,-1.041761329,-0.166177457,0.557805812,-0.149911835,-0.682592699,-0.316323102,-0.14521358,-0.973574773,-0.159273552,-0.623513921,-0.790579235,0.219407738
1986,Fall,-1.760349364,0.330885373,0.080616166,-0.249879555,30.29363636,0.108192923,0.147757699,0.474745152,0.415723163,0.071121905,-0.15517839,-0.261268326,0.478461468,-0.408301407,0.122883696,-0.099863205,-0.277184241,-0.067242507,-0.334808504,-0.682069411,-0.174063587,0.549146628,-0.108972461,0.12361692,-0.227178334,0.051696168,-0.925265409,-0.07921125,0.026531231,-0.304306792,-0.049697726
1986,Spring,0.558743222,0.314694709,0.130388944,0.046880404,16.91861538,-0.64003217,-0.10234898,-0.605486721,-0.316302027,-0.134647485,-0.03985202,-0.673740882,-0.232539498,-0.468557247,-0.097585473,-1.073946053,0.12295153,-1.096575567,-0.569235877,-0.801245287,-0.018598829,-0.004817915,0.101375411,-0.099740013,-0.17733851,-0.005572766,-0.792386979,-0.013632907,-0.267789758,-0.439228374,0.283048997
1986,Summer,-0.397522363,0.606483284,-0.396686346,0.077437541,38.3959375,-1.180931804,-0.162014282,-0.737357289,-0.753406366,-0.179059862,-0.602753764,-0.310564155,-0.099690732,-1.386914581,1.0303608,-0.955589468,-0.661625401,-1.222196078,-0.137568239,-0.991694246,-0.009522651,-0.413570943,-0.274167577,-0.810960132,-0.477301524,-0.233650032,-0.692589849,0.024500962,-0.838921153,-0.645562176,-0.291210013
1986,Winter,-1.661060985,0.376381354,-0.40449636,-0.009283496,24.98583333,-0.509440227,0.127275724,-0.028226203,-0.414610157,-0.423562126,-0.001760032,-0.648167048,-0.578791002,-0.345807733,0.038601779,-0.366965257,-0.596884472,-0.709239188,-0.464722642,-1.203383264,-0.294271497,0.472211665,-0.105647152,0.078694639,-0.035306978,-0.02640308,-1.098864851,-0.000607372,-0.0236147,-0.567115623,0.160050177
1987,Fall,-0.863910568,-0.21685384,-0.160642342,0.089898997,25.13888889,-0.067871689,0.027323591,0.21622091,0.085987312,-0.068495707,0.016063332,0.058555668,-0.360308765,-0.262985006,0.210692077,-0.214145691,0.132629362,-0.699255074,-0.294479102,-0.306100268,-0.074929658,-0.242288577,0.028459353,-0.310981949,-0.103389533,0.077895422,-0.622994433,-0.140421104,-0.124391362,-0.093421056,-0.095728153
1987,Spring,1.482472792,0.322280996,NA,NA,32.87068966,-0.779405095,0.374295723,-0.154420518,0.372866854,0.09350498,0.562964603,1.986487714,-0.101212333,-0.132533977,0.233167235,-0.566677588,0.074884946,-0.480521283,-0.216567605,-0.529530286,-0.01041279,-0.364378044,-0.106033431,1.33394853,0.560844826,0.407118247,-0.061198917,0.300211101,1.401792862,-0.08748798,0.179884132
1987,Summer,0.408225476,0.133690092,-1.280912969,-0.162031691,33.83166667,-0.912267504,-0.129960421,-0.587085972,-0.302647981,-0.196061717,0.258694185,-0.097557025,-0.143852667,-0.503605685,0.20088534,-0.722022297,0.009467857,-0.786011874,-0.206347353,-0.456137955,-0.009021786,-0.300340551,-0.039249498,-0.262561517,0.016686295,-0.082364776,-0.117460659,-0.043529759,-0.366681576,-0.38669452,0.154567974
1987,Winter,-2.11307483,-0.245595331,-1.543770793,0.296313612,21.95,-0.72811183,0.694494335,0.201481227,-1.189846026,1.24191917,2.289819056,-0.98738546,-3.284397496,1.30721316,0.936788069,0.054379196,-0.655617911,-2.302816333,1.533765478,0.170138555,-0.356157941,-0.138242972,-0.199174361,-1.061402808,-0.4570531,-0.211844642,-1.298986981,-0.182011861,-0.819409444,-0.850916921,2.417813294
1988,Fall,-1.8428043,-0.001765961,-0.374730166,-0.474781239,32.10811321,0.326578763,-0.152614455,0.451446311,-0.101024379,0.722544104,-0.205257513,-0.780935904,0.131444081,-0.611084249,0.546065786,-0.600130619,-0.030014755,-1.364904333,-0.770312774,-1.19643645,-0.266989802,0.112223289,0.093584859,-0.607217089,-0.310077908,0.17350649,-1.166915849,-0.270849751,-0.336605179,-0.323706088,-0.234510035
1988,Spring,NA,NA,NA,NA,15.8962069,-1.022284232,-0.650149675,-0.776659545,-0.18765578,0.010466173,-0.645577771,-0.687067725,0.071003183,-0.755822186,0.125849131,-1.610883101,0.122006921,-1.590772506,-0.046844153,-0.27427159,-0.005182817,-0.291911946,0.127753619,-0.66870057,0.034266827,-0.10408558,-0.591479394,0.053084532,-0.641788474,-0.370524314,-0.428744126
1988,Summer,NA,NA,NA,NA,12.49,-1.332164393,-0.482709092,0.688439996,-1.459301304,0.46812182,1.908101894,-0.623794072,-1.480267878,-1.02536695,-0.931885752,-0.499039731,-0.92394512,-2.039439571,-0.687393904,-1.911340439,-0.044809214,-0.817649386,1.010411052,-1.555838148,-0.565914773,-0.368037789,-0.864714365,-0.515299625,-1.4171553,-0.279631591,-0.337884637
1988,Winter,-2.361059563,-0.047640365,-0.628563841,-0.316912692,25.08380952,0.371389415,-0.325405167,0.55332182,-0.092349763,0.310392234,-0.218058067,-0.867860488,-0.728262907,-1.272986064,-0.266742929,-0.859008086,0.130805649,-1.073183524,-0.687300048,-1.165599127,-0.343020442,0.347529745,-0.192423909,-1.037809791,-0.379342579,0.023269258,-1.202210132,-0.173752964,-0.800766637,-0.706042878,-0.487096899
1989,Fall,-0.711375429,-0.295253349,-0.071394203,-0.575317824,46.08862069,0.498380879,-0.245565641,0.765848256,0.541941174,0.945240286,0.377803842,0.711082202,0.583075039,0.38487569,0.923638576,-0.367054331,1.06709942,-0.229777842,0.015765215,-1.587734388,-0.297083804,-1.048117995,-0.046233714,0.099441825,0.41842706,0.107760322,-0.621995038,0.083688512,0.232021359,0.553838984,-0.111776253
1989,Winter,-1.148774262,0.138648139,-0.906634895,-0.254045134,18.5409375,0.596045857,-0.194724852,0.999205002,0.415788441,1.059768562,-0.170140868,-0.448137385,0.215840186,-0.952036012,0.064181,-0.305043296,0.251785231,-0.502856356,-0.439933785,-0.684848427,-0.143778444,-0.255157302,-0.195200656,0.227583354,-0.045319561,0.25631942,-0.948046947,-0.120579499,0.353647487,-0.553868633,-0.319375634
1990,Fall,-0.07897049,0.060494451,0.581037409,-0.432768315,26.28933333,0.737185366,-0.972832027,0.58598997,1.170924728,1.120484276,0.195528794,0.478266753,0.711987903,0.42075158,0.634268768,-0.338303312,1.19905653,1.666364394,0.950780154,-0.370085822,-0.085957377,0.70133922,0.219506489,0.040141536,0.10985286,0.638795829,0.028504793,-0.110382173,0.304261933,-0.313103575,0.787958465
1990,Spring,-0.389263143,-0.086420466,-1.173592882,-0.390282735,68.89555556,0.591527782,-0.312383806,1.350885118,0.452869458,0.402900594,-0.548186543,2.495943513,-0.589785555,-1.017705173,0.319247528,-0.879935361,0.452291162,1.877874253,-0.418472967,-1.074443587,-0.019201721,-0.755616443,-0.250829202,0.060764532,1.513364853,0.474826741,-0.279950497,0.162499456,0.214699054,0.155210995,-0.78934966
1990,Winter,-1.657671707,0.258241665,-0.626387772,-0.380971993,13.2615,0.463444526,-0.623039915,0.700288734,0.440832802,0.831859131,-0.175660189,0.66147549,0.349772532,-0.297573303,0.520886995,-0.195271068,1.374325335,1.196500187,0.765244571,0.069742464,-0.271345404,0.028747233,-0.003810564,-0.437670979,-0.053996177,0.442631241,-0.120520526,0.473473,-0.208469523,-0.623744922,-0.066312544
1991,Fall,-1.026641522,-0.438709872,0.520403404,-0.4843428,39.45541667,0.685146664,-0.512190708,0.522348794,1.183837219,0.955628991,0.182034225,1.156663104,0.031633025,0.949524509,0.696559446,0.300226489,0.038839846,1.167709901,-0.023833521,0.518907519,-0.247676618,-0.965215771,0.174911694,-0.386975682,0.068705521,-0.095677478,0.177664093,0.163283301,-0.208633142,0.688427731,0.555286848
1991,Summer,NA,NA,NA,NA,29.02545455,0.924880846,-0.002428333,-0.03695263,0.606822641,-0.41634654,0.662816708,-0.244636419,0.629151238,0.756625782,0.075451868,0.34591591,-0.569267268,0.734319947,0.202535376,-0.38779881,0.145097072,-0.324575216,-0.353220559,-0.617794902,0.481115552,-0.184711148,0.119195734,0.458245609,-0.494290614,0.442061707,0.037614516
1991,Winter,-0.407078102,0.069516581,0.132355269,-0.318520399,14.39363636,0.908775564,-0.938864003,0.710574248,0.669710116,0.381861901,-0.023114628,1.078617738,0.480166166,0.462920354,0.356909379,0.003259727,0.506108374,1.206362652,0.529365349,0.475239147,-0.183057809,-0.171319005,-0.113769291,-0.068604005,-0.040618546,0.218888667,0.011170573,-0.122690699,-0.017307076,0.570469645,0.105099492
1992,Fall,-0.817816765,-0.580064583,-0.634319217,-0.66745504,29.36423077,-0.145870086,-0.097136237,0.574008996,-0.611033768,0.582203579,-0.048041411,0.159360667,-0.84420992,0.883844879,0.47521731,0.353613947,-0.337884383,0.963758415,0.634616617,0.712181047,-0.071756517,-1.198992548,0.139202895,-0.756230231,-0.146031433,0.469087186,-0.974815067,-0.203967997,-0.556685645,-0.307039602,1.246999444
1992,Spring,-1.039270509,-0.185562649,-1.082127917,-0.586336029,28.65325,1.311808457,-0.484155351,0.559422966,0.709190386,0.401578999,-0.036716626,1.292272456,0.287853972,1.616487268,0.753112299,0.507244341,0.006041119,1.147693051,0.080860374,0.201226281,-0.030482823,0.308403571,0.032256905,0.038955598,0.050389166,0.166898598,0.233247019,0.700266865,0.282149003,0.687304775,1.718658727
1992,Summer,NA,NA,NA,NA,43.09090909,0.450334082,0.130753938,0.407645101,-0.445830444,-0.113827617,0.733669902,0.320754512,-0.599954145,1.101582374,-0.446890324,0.485881099,-0.478941262,1.302861131,0.408680287,1.237106002,-0.022796342,-0.51609818,-0.340068995,0.199728878,0.044843246,0.004527848,0.876366261,-0.158070181,0.145106756,1.135986743,0.163851976
1992,Winter,-1.138652572,-0.427211286,-0.633657401,-0.796135692,18.34142857,0.944623042,-0.884222363,0.907220317,1.849957801,1.134044475,0.245527445,1.06391156,0.626002377,1.69996071,0.808245577,0.153780123,0.211040458,1.077618651,0.305161697,-0.164169787,-0.168362621,-0.264128211,0.376009052,-0.34378761,0.03352612,0.136277852,-0.061288772,-0.036528443,-0.12303762,1.311402532,0.052876114
1993,Fall,-1.610064228,-0.304506909,-0.373843714,-0.494673123,27.77282609,0.400196723,-0.413263549,0.371661412,1.699422809,1.12367142,0.577073791,0.147604241,0.366788981,1.632640034,0.211414969,0.616543315,0.167427533,1.592376321,1.131492105,1.056543632,0.057684948,-1.0878784,0.392792076,-0.107030032,0.503862745,0.209850583,0.260919846,0.560697374,-0.28257328,0.879092268,0.879754888
1993,Spring,-1.383174929,-0.863227418,-2.950566148,-1.11133727,19.47166667,1.334119973,-0.038159113,0.293482769,0.077242587,-0.128470062,-1.116537141,0.097859763,0.0737349,0.692232894,-0.031823439,0.386349115,0.043622614,0.48233139,0.696546605,0.428963052,-0.002848768,0.367805523,0.259463006,-0.128230743,0.370285037,-0.069066832,0.711766324,0.143181717,-0.290348856,-0.147066302,1.00601792
1993,Summer,NA,NA,NA,NA,51.535,0.18138806,0.277920161,0.151506323,-0.373282926,0.215298659,1.174372392,1.327053895,-0.108131408,0.109277538,0.533617846,0.321600636,-0.451837192,1.280241518,0.30915409,0.087263881,0.27735633,-0.41517223,-0.023108898,1.022370274,-0.163230414,-0.24360543,0.06880683,-0.110675745,1.055652946,0.006062764,0.680961975
1993,Winter,-0.718785781,-0.334458982,-0.792084727,-0.616503286,19.88774194,0.694717877,-0.894108572,0.896910971,1.673445436,1.184166927,0.341830769,0.352133251,0.103550209,1.184304466,0.432956452,0.255701237,0.083709951,1.217553258,0.748772577,0.631153815,-0.137303768,-1.069935029,-0.189646712,0.188125992,0.271000517,0.127629122,-0.089146757,0.629469559,0.266648668,0.067984404,1.316536425
1994,Fall,-0.654136388,0.426692246,1.053961904,0.149201094,39.55125,0.234625512,0.006830142,-0.530587215,0.207530149,-0.529992673,0.022807768,0.400400462,0.311234163,-0.139175198,-0.388530604,0.213978232,-0.12522329,1.000604109,0.000417968,0.899722799,-0.199873759,1.006945483,-0.194488371,0.176662932,0.378630132,0.074143657,-0.241325176,0.273183026,0.159324583,-0.093108593,0.208810128
